㐀	~[FFE;][RE;][REE;][YZE;]
𩶊	~[FUF;]
𩶋	~[UFOM;][UFOX;]
𩶌	~[UFEE;][UFEU;]
𩶍	~[UFCK;]
𩶎	~[UFNY;]
𩶏	~[UFW;]
𩶐	~[UFB;]
𩶑	~[UFPD;]
𩶒	~[UFM;]
𩶓	~[FNUF;]
𩶔	~[DUF;][MUF;]
𩶕	~[PAXF;]
𩶖	~[UFM;][UFN;]
𩶗	~[UFNS;]
𩶘	~[UFL;]
𩶙	~[UFU;]
𩶚	~[UFEB;][UFES;]
𩶛	~[UFDO;]
𩶜	~[UFUY;]
𩶝	~[UFEZ;]
𩶞	~[UFLA;][UFLZ;]
𩶟	~[UFBZ;][UFPZ;]
𩶠	~[UFNL;]
𩶡	~[UFBS;][UFLS;]
𩶢	~[UFUS;]
𩶣	~[UFZ;]
𩶤	~[UFSR;]
𩶥	~[UFC;]
𩶦	~[UFXY;]
𩶧	~[UFG;]
𩶨	~[UFBJ;][UFP;]
𩶩	~[UFNB;]
𩶪	~[UFP;]
𩶫	~[UFPF;]
𩶬	~[UFYA;]
𩶭	~[UFOD;]
𩶮	~[UFDS;]
𩶯	~[GOUF;]
𩶰	~[UFCC;]
𩶱	~[UFNG;]
𩶲	~[BIUF;][RIUF;]
𩶳	~[UFI;][UFIX;]
𩶴	~[UFWA;]
𩶵	~[UFUD;]
𩶶	~[UFFS;]
𩶷	~[UDRI;]
𩶸	~[UFSR;]
𩶹	~[UFRT;]
𩶺	~[UFAJ;][UFAX;]
𩶻	~[UFPF;]
𩶼	~[UDXT;][UFXT;]
𩶽	~[UFDR;]
𩶾	~[UFOD;]
𩶿	~[GUF;]
𩷀	~[PKUF;]
𩷁	~[UFLC;][UFLL;]
𩷂	~[UFDD;]
𩷃	~[UFUU;]
𩷄	~[UFPS;]
𩷅	~[UFGU;]
𩷆	~[UFAD;][UFBT;]
𩷇	~[UFUR;][UFXR;]
𩷈	~[UFSD;]
𩷉	~[UFLF;]
𩷊	~[UFGP;]
𩷋	~[UFRL;]
𩷌	~[UFCT;][UFFT;]
𩷍	~[UFMU;]
𩷎	~[UFQF;]
𩷏	~[UFEI;][UFSI;][UFUI;]
𩷐	~[UFCO;][UFOO;]
𩷑	~[UFDG;]
𩷒	~[UFEY;]
𩷓	~[UFYH;]
𩷔	~[UFL;]
𩷕	~[UFA;][UFAK;]
𩷖	~[UFZS;]
𩷗	~[UFQK;]
𩷘	~[UFEB;][UFEN;][UFEP;][UFEU;]
𩷙	~[UFAM;]
𩷚	~[UFJZ;]
𩷛	~[UFN;]
𩷜	~[UFEF;]
𩷝	~[UFBO;][UFW;]
𩷞	~[VDUF;]
𩷟	~[UFG;]
𩷠	~[UFJR;]
𩷡	~[KNNF;]
𩷢	~[JPUF;]
𩷣	~[UFOK;]
𩷤	~[UFOR;]
𩷥	~[UFDA;]
𩷦	~[UFI;]
𩷧	~[UFYF;]
𩷨	~[UFYZ;]
𩷩	~[UFFK;]
𩷪	~[UFMR;]
𩷫	~[UFOU;]
𩷬	~[QKUF;]
𩷭	~[UFPF;]
𩷮	~[UFTS;]
𩷯	~[WGNF;][WPDF;]
𩷰	~[UFZW;]
𩷱	~[UFFH;]
𩷲	~[UFBM;]
𩷳	~[UFCM;]
𩷴	~[UFFC;][UFFL;]
𩷵	~[UFEO;][UFGO;][UFPO;]
𩷶	~[UFRF;]
𩷷	~[BXIF;]
𩷸	~[UFVF;]
𩷹	~[UFQ;][UFZJ;]
𩷺	~[UFBA;]
𩷻	~[UFYD;]
𩷼	~[UFBD;]
𩷽	~[UFWD;]
𩷾	~[UFRB;]
𩷿	~[UFBA;]
𩸀	~[UFUU;]
𩸁	~[UFSS;]
𩸂	~[UFBH;]
𩸃	~[UFDA;][UFEA;][UFNA;]
𩸄	~[UFQT;]
𩸅	~[UFLA;]
𩸆	~[UFDL;][UFX;]
𩸇	~[OUF;]
𩸈	~[UFBC;]
𩸉	~[UFJP;]
𩸊	~[UFP;][UFPN;]
𩸋	~[UFO;]
𩸌	~[UFRS;]
𩸍	~[UFAP;]
𩸎	~[UFNZ;]
𩸏	~[UFRT;]
𩸐	~[UFEL;]
𩸑	~[UFBR;]
𩸒	~[UFNE;][UFNU;]
𩸓	~[WPUF;]
𩸔	~[PYOF;]
𩸕	~[UFEK;]
𩸖	~[OUF;]
𩸗	~[UFFF;]
𩸘	~[UFNB;]
𩸙	~[UFEW;]
𩸚	~[UFRM;]
𩸛	~[UFSQ;]
𩸜	~[UFRT;]
𩸝	~[TBUF;]
𩸞	~[UFDO;][UFV;]
𩸟	~[UFBR;][UFIR;]
𩸠	~[UFLU;][UFOU;]
𩸡	~[SLRF;]
𩸢	~[UFHD;]
𩸣	~[UFEU;]
𩸤	~[UFUU;]
𩸥	~[UFFF;]
𩸦	~[UFWF;]
𩸧	~[WCFF;]
𩸨	~[UFNM;]
𩸩	~[UFNP;]
𩸪	~[NCPF;]
𩸫	~[UFG;][UFGY;]
𩸬	~[UFLO;]
𩸭	~[UFFD;]
𩸮	~[UFFQ;]
𩸯	~[UFUU;]
𩸰	~[UFZG;]
𩸱	~[UFA;]
𩸲	~[UFPC;][UFPX;]
𩸳	~[UFTP;]
𩸴	~[UFVO;]
𩸵	~[UFMZ;]
𩸶	~[UFEO;]
𩸷	~[UFLR;]
𩸸	~[UFJG;]
𩸹	~[UFQS;]
𩸺	~[UDEW;]
𩸻	~[BVAF;]
𩸼	~[UFGF;][UFGL;]
𩸽	~[UFRC;][UFRF;]
𩸾	~[UFRB;]
𩸿	~[UFJU;]
𩹀	~[UFF;][UFFD;][UFFN;]
𩹁	~[UFB;][UFBE;][UFBO;]
𩹂	~[UFQU;]
𩹃	~[UFNO;]
𩹄	~[UFD;][UFDB;][UFDL;]
𩹅	~[UFRC;]
𩹆	~[UFZZ;]
𩹇	~[UFLT;]
𩹈	~[UFPP;]
𩹉	~[UFF;]
𩹊	~[UFF;][UFFZ;]
𩹋	~[UFRP;][UFRT;]
𩹌	~[UFFQ;][UFFW;]
𩹍	~[UFJD;][UFJN;][UFK;]
𩹎	~[UFLD;]
𩹏	~[UFPD;]
𩹐	~[UFEU;][UFTU;]
𩹑	~[UFAC;][UFBC;]
𩹒	~[SDRF;]
𩹓	~[UFRD;][UFTD;]
𩹔	~[UFNU;]
𩹕	~[UFHO;]
𩹖	~[UFBG;]
𩹗	~[UFLR;]
𩹘	~[UFWK;]
𩹙	~[UBNF;][UFNF;]
𩹚	~[LGUF;]
𩹛	~[UFRL;][UFRP;]
𩹜	~[UFRO;]
𩹝	~[UFHM;]
𩹞	~[UFJG;][UFN;]
𩹟	~[UFTS;]
𩹠	~[UFTH;]
𩹡	~[UFDP;]
𩹢	~[UFQO;]
𩹣	~[UFGL;][UFGY;]
𩹤	~[HFUF;]
𩹥	~[UFRC;]
𩹦	~[UFBA;]
𩹧	~[UFUF;][UFUH;]
𩹨	~[UFEU;]
𩹩	~[UFRN;]
𩹪	~[UFCM;]
𩹫	~[UFOR;]
𩹬	~[UFTO;]
𩹭	~[UFJA;]
𩹮	~[UFGT;]
𩹯	~[UFJO;]
𩹰	~[UFZB;]
𩹱	~[UFLQ;]
𩹲	~[UFAA;][UFIA;]
𩹳	~[UFSB;]
𩹴	~[UFDG;][UFEG;]
𩹵	~[WRUF;][WUFR;]
𩹶	~[UFLO;]
𩹷	~[UFPU;][UFV;]
𩹸	~[UFIB;]
𩹹	~[UFVU;]
𩹺	~[UFET;]
𩹻	~[UFPB;]
𩹼	~[JBUF;][JDJF;]
𩹽	~[UFDG;]
𩹾	~[UFSB;]
𩹿	~[UFTO;]
𩺀	~[UFBU;][UFFU;][UFRU;][UFWU;]
𩺁	~[RYDF;]
𩺂	~[UFEB;][UFEE;][UFTB;]
𩺃	~[BHIF;][BKPF;]
𩺄	~[UKRF;]
𩺅	~[UFCQ;]
𩺆	~[UFRF;]
𩺇	~[UFZP;]
𩺈	~[SNBF;]
𩺉	~[UFEC;]
𩺊	~[UFRS;]
𩺋	~[UFLQ;]
𩺌	~[UFSN;]
𩺍	~[UFMW;]
𩺎	~[UFEA;]
𩺏	~[UFED;]
𩺐	~[UFEB;]
𩺑	~[UFOF;]
𩺒	~[UFDB;][UFNB;]
𩺓	~[ZRUF;]
𩺔	~[ZAKF;]
𩺕	~[UFXP;]
𩺖	~[UFGY;]
𩺗	~[UFRO;]
𩺘	~[UFJB;]
𩺙	~[UFXO;]
𩺚	~[UFDS;]
𩺛	~[UFLR;]
𩺜	~[UFCQ;]
𩺝	~[UFBW;]
𩺞	~[UFUT;]
𩺟	~[UFPD;]
𩺠	~[UFMB;]
𩺡	~[UFKK;]
𩺢	~[UFJO;]
𩺣	~[UFDB;][UFDR;]
𩺤	~[UFCT;]
𩺥	~[UFNE;]
𩺦	~[UFFO;]
𩺧	~[UFFP;]
𩺨	~[UFPQ;]
𩺩	~[UFFU;]
𩺪	~[UFZU;]
𩺫	~[UFVR;]
𩺬	~[UFPW;]
𩺭	~[UFBW;]
𩺮	~[UFLB;]
𩺯	~[FVVF;]
𩺰	~[UFUF;]
𩺱	~[UFFO;]
𩺲	~[UFTW;]
𩺳	~[UFRS;]
𩺴	~[UFRB;]
𩺵	~[UFRL;]
𩺶	~[UFFI;]
𩺷	~[UFQ;][UFQQ;]
𩺸	~[QBPF;][YSPF;]
𩺹	~[UFAF;][UFIF;]
𩺺	~[UFAK;][UFD;][UFPK;]
𩺻	~[UFBF;]
𩺼	~[UFAW;][UFIW;]
𩺽	~[UFLP;][UFLU;]
𩺾	~[JCSF;][VSPF;]
𩺿	~[UFLR;]
𩻀	~[UFFD;]
𩻁	~[UFRD;]
𩻂	~[UFOO;]
𩻃	~[UFES;]
𩻄	~[UFFQ;]
𩻅	~[UFJE;][UFYQ;]
𩻆	~[UFRP;][UFRT;][UFTP;][UFTT;]
𩻇	~[BBOF;][WPUF;]
𩻈	~[UFXU;]
𩻉	~[YBYF;][YKAF;][YRYF;][YZUF;]
𩻊	~[RWUF;][TNRF;]
𩻋	~[UFDP;][UFDT;]
𩻌	~[UFHT;]
𩻍	~[CAUF;][CRSF;]
𩻎	~[UFMB;]
𩻏	~[UFLS;][UFWS;]
𩻐	~[UFPP;]
𩻑	~[UFML;]
𩻒	~[UFZL;]
𩻓	~[UFRH;][UFRT;]
𩻔	~[UFJW;]
𩻕	~[UFEK;][UFER;]
𩻖	~[UFPG;]
𩻗	~[UFLB;]
𩻘	~[UFMU;]
𩻙	~[UFOE;]
𩻚	~[UFVF;]
𩻛	~[UFKD;]
𩻜	~[LADF;]
𩻝	~[UFFB;][UFOB;]
𩻞	~[UFRR;][UFTR;]
𩻟	~[UFBF;][UFEF;]
𩻠	~[UFDF;]
𩻡	~[UFLQ;]
𩻢	~[BBPF;][PBBF;]
𩻣	~[UFCZ;]
𩻤	~[UFQF;]
𩻥	~[UFMW;]
𩻦	~[UFUF;][UFUH;]
𩻧	~[UFRT;]
𩻨	~[UFCH;][UFCO;]
𩻩	~[UFZZ;]
𩻪	~[SNOF;]
𩻫	~[UFCM;]
𩻬	~[UFYD;][UFYM;]
𩻭	~[UFYD;]
𩻮	~[UFA;][UFRQ;]
𩻯	~[LPUF;]
𩻰	~[UFSH;]
𩻱	~[UFDS;]
𩻲	~[UFNS;]
𩻳	~[UFHT;]
𩻴	~[UFPB;][UFPK;][UFPQ;][UFPW;]
𩻵	~[UFAE;]
𩻶	~[UFBD;]
𩻷	~[UBNF;]
𩻸	~[UFEW;]
𩻹	~[UFJU;]
𩻺	~[UFRH;]
𩻻	~[UFDS;][UFL;]
𩻼	~[UFCF;]
𩻽	~[UFEE;]
𩻾	~[UFMD;]
𩻿	~[UFLD;]
𩼀	~[UFOS;][UFOW;]
𩼁	~[UFHB;][UFYB;]
𩼂	~[UFXW;]
𩼃	~[UFN;][UFRP;][UFYP;]
𩼄	~[FUFF;]
𩼅	~[UFFK;][UFNK;][UFRK;]
𩼆	~[UFLK;]
𩼇	~[UFZM;]
𩼈	~[UFPB;][UFPD;]
𩼉	~[UFS;][UFSQ;]
𩼊	~[FOUZ;][FUUA;][FUUX;][FUUZ;]
𩼋	~[UFFL;][UFFS;][UFFT;]
𩼌	~[UFMP;]
𩼍	~[UFCF;][UFEF;]
𩼎	~[UFCL;][UFP;]
𩼏	~[BXIF;]
𩼐	~[PBBF;][PBOF;]
𩼑	~[UFRW;]
𩼒	~[UFJO;][UFWO;]
𩼓	~[UFFG;][UFFY;]
𩼔	~[UFLF;][UFLQ;]
𩼕	~[UFUP;][UFXP;]
𩼖	~[UFLF;][UFLQ;]
𩼗	~[UFHH;]
𩼘	~[UFRK;][UFRO;]
𩼙	~[UFD;][UFRD;][UFRL;]
𩼚	~[UFRG;][UFRP;]
𩼛	~[UFJG;]
𩼜	~[UFJB;]
𩼝	~[UFSG;]
𩼞	~[UFQC;]
𩼟	~[UFFC;]
𩼠	~[NDSF;]
𩼡	~[EEFF;][EUFF;]
𩼢	~[COLF;][PUF;]
𩼣	~[UFQW;]
𩼤	~[UFLH;]
𩼥	~[RDBF;]
𩼦	~[UFRB;][UFRK;][UFRQ;]
𩼧	~[UFNB;]
𩼨	~[MFFZ;][UFFZ;]
𩼩	~[UFFC;][UFFS;]
𩼪	~[WUFF;]
𩼫	~[BHUD;][BKUD;]
𩼬	~[UFRA;]
𩼭	~[RDUF;][RDWF;][TNRF;]
𩼮	~[RBUU;][RBUX;]
𩼯	~[UFOA;][UFOX;]
𩼰	~[UFRH;]
𩼱	~[UFJB;][UFVB;]
𩼲	~[UFIH;]
𩼳	~[UFRF;]
𩼴	~[LDUF;][YUF;]
𩼵	~[UFNP;]
𩼶	~[UFNM;]
𩼷	~[UFA;][UFEA;][UFFA;]
𩼸	~[FAUF;][FEBF;][FKAF;]
𩼹	~[EUF;]
𩼺	~[UFRO;]
𩼻	~[RUFE;][RUFM;]
𩼼	~[UFLY;]
𩼽	~[UFHW;]
𩼾	~[UFEF;][UFGF;][UFWF;]
𩼿	~[UFPU;]
𩽀	~[UFIV;]
𩽁	~[UFLF;]
𩽂	~[UFMB;]
𩽃	~[UFRM;]
𩽄	~[UFKB;]
𩽅	~[UFAE;][UFJE;]
𩽆	~[UFYB;][UFYM;]
𩽇	~[UFTP;][UFY;]
𩽈	~[UFUD;]
𩽉	~[UFLU;]
𩽊	~[UFLO;]
𩽋	~[UFMP;]
𩽌	~[UFEM;][UFEU;]
𩽍	~[UFZE;]
𩽎	~[UFCW;][UFQW;]
𩽏	~[UFLZ;]
𩽐	~[UFZ;][UFZX;]
𩽑	~[TMBF;][TMRF;]
𩽒	~[UFRF;]
𩽓	~[JCSF;][VSDF;][VSTF;]
𩽔	~[UFLA;]
𩽕	~[UFZU;]
𩽖	~[UFZF;]
𩽗	~[UFKO;]
𩽘	~[ZDBF;]
𩽙	~[UFDE;]
𩽚	~[UFMP;]
𩽛	~[UFRA;]
𩽜	~[UFNZ;]
𩽝	~[UFNA;][UFNE;][UFNR;]
𩽞	~[UFFP;][UFFT;]
𩽟	~[NNUE;][NNUM;]
𩽠	~[UFJF;][UFYQ;]
𩽡	~[UFNH;][UFRH;][UFYH;]
𩽢	~[UFMG;][UFSG;]
𩽣	~[UFZE;][UFZV;]
𩽤	~[UFEU;][UFEV;]
𩽥	~[UFM;][UFMS;]
𩽦	~[UDLY;][UFLY;][UQDY;]
𩽧	~[UFVU;]
𩽨	~[UFEO;]
𩽩	~[UFMV;]
𩽪	~[UFRR;]
𩽫	~[BHID;][BKPD;]
𩽬	~[UFSF;]
𩽭	~[UFRF;]
𩽮	~[UFRR;]
𩽯	~[UFGF;][UFPF;]
𩽰	~[UFFV;]
𩽱	~[UFLC;]
𩽲	~[UFPW;]
𩽳	~[UFSF;]
𩽴	~[UFO;][UFOP;]
𩽵	~[UFCC;][UFEC;]
𩽶	~[UFZA;][UFZI;][UFZU;]
𩽷	~[UFUU;]
𩽸	~[UFXR;]
𩽹	~[UEPU;][UERN;][UFPU;][UFRN;]
𩽺	~[UEQN;][UFQN;]
𩽻	~[UEBX;][UFBX;]
𩽼	~[UENQ;][UFNC;]
𩽽	~[UENG;][UFNG;]
𩽾	~[UENG;][UFNG;]
𩽿	~[UECC;][UFCC;]
𩾀	~[UDJO;][UFJO;]
𩾁	~[UEAW;][UEN;][UFAW;][UFN;]
𩾂	~[UEFA;][UFFA;]
𩾃	~[UEE;][UENR;][UFE;][UFNR;]
𩾄	~[UEZW;][UFZW;]
𩾅	~[UEEA;][UENA;][UFEA;][UFNA;]
𩾆	~[UEWF;][UFWF;]
𩾇	~[UEZR;][UFZR;]
𩾈	~[UEFU;][UFFU;]
𩾉	~[UDG;]
𩾊	~[UEYU;][UFYU;]
𩾋	~[UEGQ;][UFGQ;]
𩾌	~[UELW;][UFLW;]
𩾍	~[UDZM;][UFZM;]
𩾎	~[UETP;][UEY;][UFTP;][UFY;]
𩾏	~[ENF;][TNF;]
𩾐	~[NFL;]
𩾑	~[PNF;]
𩾒	~[NFW;]
𩾓	~[NFP;]
𩾔	~[CNF;][FNF;]
𩾕	~[FNF;]
𩾖	~[NFR;]
𩾗	~[YENF;]
𩾘	~[XNF;]
𩾙	~[NFC;][NFF;]
𩾚	~[TNF;]
𩾛	~[KNF;]
𩾜	~[NFD;]
𩾝	~[NFG;]
𩾞	~[KANF;][ZNF;]
𩾟	~[SNF;]
𩾠	~[FLNF;]
𩾡	~[NFNA;]
𩾢	~[AXNF;]
𩾣	~[SNF;]
𩾤	~[ZZNF;]
𩾥	~[VZNF;]
𩾦	~[LNF;]
𩾧	~[NFS;]
𩾨	~[RANF;]
𩾩	~[NFFL;]
𩾪	~[DNF;]
𩾫	~[NFQ;]
𩾬	~[NFI;]
𩾭	~[GNF;]
𩾮	~[PUNF;]
𩾯	~[WNF;]
𩾰	~[ZNF;]
𩾱	~[NFFP;]
𩾲	~[NMNF;]
𩾳	~[NFTY;]
𩾴	~[NFBR;]
𩾵	~[AKNF;]
𩾶	~[NFPU;][NFRN;][NFWB;]
𩾷	~[AQNF;]
𩾸	~[LBNF;][XBNF;]
𩾹	~[PFNF;]
𩾺	~[JNF;]
𩾻	~[KNF;]
𩾼	~[WNF;]
𩾽	~[NFH;]
𩾾	~[XXNF;]
𩾿	~[BXNF;]
𩿀	~[CNF;]
𩿁	~[NFAD;]
𩿂	~[MNF;]
𩿃	~[NBNF;][NRNF;]
𩿄	~[GNF;]
𩿅	~[XUNF;]
𩿆	~[YZNF;]
𩿇	~[FNF;]
𩿈	~[BDNF;]
𩿉	~[NFBD;]
𩿊	~[UNF;]
𩿋	~[NFDD;]
𩿌	~[BFNF;][FBNF;]
𩿍	~[DENF;]
𩿎	~[UNF;]
𩿏	~[UUNF;]
𩿐	~[NFEN;][NFTN;]
𩿑	~[KNF;]
𩿒	~[EWNF;]
𩿓	~[NFS;]
𩿔	~[LUNF;]
𩿕	~[BBNF;]
𩿖	~[NFNB;][NFNR;]
𩿗	~[UNF;]
𩿘	~[NFM;]
𩿙	~[NFAQ;]
𩿚	~[NFD;]
𩿛	~[ADNF;]
𩿜	~[JRNF;]
𩿝	~[FFNF;]
𩿞	~[VFNF;]
𩿟	~[YUNF;]
𩿠	~[NFAI;]
𩿡	~[NFUO;]
𩿢	~[AKNF;]
𩿣	~[QBNF;][YSNF;]
𩿤	~[TLNF;]
𩿥	~[NSNF;][VSNF;]
𩿦	~[OBNF;]
𩿧	~[PANF;]
𩿨	~[KENF;][PONF;]
𩿩	~[EENF;][EUNF;]
𩿪	~[KANF;]
𩿫	~[FJNF;][KGNF;][LGNF;]
𩿬	~[IQNF;]
𩿭	~[EKNF;]
𩿮	~[FENF;]
𩿯	~[ATNF;][TNF;]
𩿰	~[AQIF;][AQPF;]
𩿱	~[KANF;]
𩿲	~[QBNF;][YSNF;]
𩿳	~[EZNF;]
𩿴	~[NFQB;][NFQM;]
𩿵	~[NFJO;]
𩿶	~[CNF;]
𩿷	~[RSNF;]
𩿸	~[IKNF;]
𩿹	~[YUNF;]
𩿺	~[WNF;]
𩿻	~[FFNF;]
𩿼	~[NFQI;]
𩿽	~[VANF;]
𩿾	~[NQNF;]
𩿿	~[NENF;]
𪀀	~[NNF;][NOLF;]
𪀁	~[NFDO;]
𪀂	~[NFWD;]
𪀃	~[NFIP;]
𪀄	~[ZONF;]
𪀅	~[GNF;]
𪀆	~[PYNF;]
𪀇	~[NFBE;]
𪀈	~[CPNF;]
𪀉	~[TONF;]
𪀊	~[NFNO;]
𪀋	~[NQI;]
𪀌	~[NFQI;]
𪀍	~[NFXE;]
𪀎	~[CNF;]
𪀏	~[NFFF;]
𪀐	~[NFBZ;][NFPZ;]
𪀑	~[YZNF;]
𪀒	~[NFP;]
𪀓	~[NFCC;]
𪀔	~[NFYA;]
𪀕	~[INF;][IQXF;]
𪀖	~[FSNF;]
𪀗	~[NLPF;][NPNF;]
𪀘	~[FKNF;]
𪀙	~[IANF;][INNF;][IQBF;]
𪀚	~[NFAJ;][NFAX;]
𪀛	~[IKAF;][IZJF;][IZNF;][IZXF;]
𪀜	~[JNF;][JNSF;]
𪀝	~[BEEF;][BENF;]
𪀞	~[FSNF;]
𪀟	~[OHNF;][OONF;]
𪀠	~[NFND;]
𪀡	~[FDNF;][HDNF;]
𪀢	~[PADF;]
𪀣	~[XATF;][XTNF;]
𪀤	~[NFWI;]
𪀥	~[NGNF;]
𪀦	~[AXIF;]
𪀧	~[YPFF;]
𪀨	~[WWNF;]
𪀩	~[CCNF;]
𪀪	~[PTNF;]
𪀫	~[EENF;]
𪀬	~[LFNF;][XFNF;]
𪀭	~[NEOF;]
𪀮	~[GZNF;]
𪀯	~[SERF;]
𪀰	~[LKNF;]
𪀱	~[NDNF;]
𪀲	~[BNNF;]
𪀳	~[NFM;]
𪀴	~[NFE;]
𪀵	~[AQJF;][AQXF;]
𪀶	~[CTNF;][FTNF;]
𪀷	~[SRNF;]
𪀸	~[NFAI;]
𪀹	~[CNF;]
𪀺	~[NFFG;]
𪀻	~[SFNF;]
𪀼	~[PKNF;]
𪀽	~[NDNF;]
𪀾	~[CNF;][CSNF;]
𪀿	~[MNF;]
𪁀	~[ENF;]
𪁁	~[UTNF;]
𪁂	~[LFNF;]
𪁃	~[PSNF;]
𪁄	~[NFYO;]
𪁅	~[DCLF;][NCLF;][NCNF;]
𪁆	~[NFFO;]
𪁇	~[LURF;][TNF;][TRNF;]
𪁈	~[LYNF;]
𪁉	~[NFLX;]
𪁊	~[JKNF;]
𪁋	~[ANF;][AQNF;][AQPF;]
𪁌	~[YFNF;]
𪁍	~[YUDF;]
𪁎	~[SUNF;]
𪁏	~[EAYF;]
𪁐	~[HRNF;]
𪁑	~[BORF;]
𪁒	~[NFAM;][UFAM;]
𪁓	~[YHNF;]
𪁔	~[NSNF;]
𪁕	~[WGNF;][WPDF;]
𪁖	~[AJWF;][NNF;]
𪁗	~[NFOC;][NFOL;]
𪁘	~[WKNF;]
𪁙	~[WONF;]
𪁚	~[LHNF;][LNNF;][LONF;]
𪁛	~[MIRF;]
𪁜	~[ADKF;][ANF;]
𪁝	~[XONF;]
𪁞	~[DNF;]
𪁟	~[AYOF;]
𪁠	~[WJNF;]
𪁡	~[XXZF;][YPZF;]
𪁢	~[BFNF;]
𪁣	~[OTNF;]
𪁤	~[PDRF;]
𪁥	~[EQNF;]
𪁦	~[NFFN;][NFLN;]
𪁧	~[FKNF;]
𪁨	~[NFOC;][NFOL;]
𪁩	~[NFBP;][NFT;]
𪁪	~[AKMF;][ANF;]
𪁫	~[NFAR;]
𪁬	~[FVDF;]
𪁭	~[NFAQ;][NFI;]
𪁮	~[HRNF;]
𪁯	~[NFLF;][NFLP;]
𪁰	~[EQNF;][UQNF;]
𪁱	~[LTNF;]
𪁲	~[VDNF;]
𪁳	~[OPOF;]
𪁴	~[NFBO;][NFW;]
𪁵	~[CYOF;]
𪁶	~[AWNF;]
𪁷	~[NFHE;]
𪁸	~[NFBR;]
𪁹	~[NFRS;]
𪁺	~[SNOF;]
𪁻	~[TKNF;]
𪁼	~[PDNF;][PNF;]
𪁽	~[JJNF;]
𪁾	~[RGNF;][RPDF;]
𪁿	~[TBUF;]
𪂀	~[NFBK;]
𪂁	~[NHPF;]
𪂂	~[JDJF;][JNF;]
𪂃	~[NFPG;]
𪂄	~[PCCF;]
𪂅	~[TJUF;]
𪂆	~[XDNF;]
𪂇	~[DDNF;]
𪂈	~[FFNF;]
𪂉	~[AQOF;][HNF;]
𪂊	~[NFBF;]
𪂋	~[NFE;][NFEN;]
𪂌	~[WDNF;]
𪂍	~[KKNF;]
𪂎	~[NFLZ;]
𪂏	~[RSSF;]
𪂐	~[EBBF;]
𪂑	~[LXEF;]
𪂒	~[NMHF;]
𪂓	~[EMNF;]
𪂔	~[WMNF;]
𪂕	~[UNF;]
𪂖	~[UPUF;]
𪂗	~[CLKF;][CLSF;]
𪂘	~[BSOF;]
𪂙	~[NFUU;]
𪂚	~[NFY;][NFYY;]
𪂛	~[RXNF;]
𪂜	~[TPNF;]
𪂝	~[NFCS;][NFJS;]
𪂞	~[RSSF;]
𪂟	~[SNSF;]
𪂠	~[QTNF;]
𪂡	~[DUNF;]
𪂢	~[ELGF;]
𪂣	~[VNF;]
𪂤	~[AOPF;]
𪂥	~[BXKF;]
𪂦	~[NCPF;]
𪂧	~[NNCP;]
𪂨	~[HPEF;]
𪂩	~[EWNF;]
𪂪	~[ENF;][ENNF;]
𪂫	~[KKNF;]
𪂬	~[ZRNF;]
𪂭	~[NFNP;]
𪂮	~[ZGNF;]
𪂯	~[NFGO;]
𪂰	~[NFLA;][NFLE;]
𪂱	~[NFQ;][NFZJ;]
𪂲	~[ZGNF;]
𪂳	~[NFDB;]
𪂴	~[NFHU;]
𪂵	~[AQOF;][HNF;]
𪂶	~[AQPF;][AQVF;][KNF;]
𪂷	~[NFLD;][NFND;]
𪂸	~[NBBF;]
𪂹	~[FNDF;]
𪂺	~[NEHF;]
𪂻	~[AORF;][UORF;]
𪂼	~[TMNF;]
𪂽	~[BDFF;]
𪂾	~[XNF;]
𪂿	~[NFDZ;][NFJ;]
𪃀	~[NFQO;]
𪃁	~[POTF;]
𪃂	~[WNF;][WTSF;]
𪃃	~[VDPF;][VNF;]
𪃄	~[QHNF;]
𪃅	~[SURF;]
𪃆	~[NFF;][NFFD;][NFFN;]
𪃇	~[YOKF;][YOLF;]
𪃈	~[FDDF;][HDDF;]
𪃉	~[RDNF;][TNRF;][UDNF;]
𪃊	~[XUBF;][XURF;]
𪃋	~[CYNF;]
𪃌	~[DENF;][DVMF;][ENF;]
𪃍	~[QNUF;]
𪃎	~[ANF;][AURF;]
𪃏	~[GTNF;]
𪃐	~[NFMS;]
𪃑	~[DMNF;]
𪃒	~[LRUF;]
𪃓	~[DMBF;][NMBF;]
𪃔	~[ROXF;]
𪃕	~[WPOF;]
𪃖	~[RXEF;]
𪃗	~[NFN;][NFNE;]
𪃘	~[JAQF;][YOAF;]
𪃙	~[HNF;][YPDF;]
𪃚	~[ZRSF;]
𪃛	~[LLMF;][LLPF;][LPMF;][WLMF;]
𪃜	~[NIOF;]
𪃝	~[MIYF;]
𪃞	~[NFRQ;]
𪃟	~[YNNU;]
𪃠	~[JCSF;][VSDF;]
𪃡	~[WRBF;]
𪃢	~[JNBF;][NNF;]
𪃣	~[FNDF;]
𪃤	~[KYYF;][LYYF;][YYKF;][YYLF;]
𪃥	~[TMNF;]
𪃦	~[MSNF;]
𪃧	~[MSNF;]
𪃨	~[WIWF;][WWEF;]
𪃩	~[HFNF;]
𪃪	~[BEEF;][EBEF;][GBNF;]
𪃫	~[FOYF;]
𪃬	~[BENF;]
𪃭	~[NPOF;]
𪃮	~[CPNF;]
𪃯	~[OXDF;]
𪃰	~[UMBF;]
